isaaclab_timestep,grav_x,grav_y,grav_z
550,0.39157677,-0.66217554,-0.63889813
551,0.36208028,-0.67972517,-0.63786447
552,0.33586067,-0.69418317,-0.63663727
553,0.31217402,-0.70683008,-0.63477427
554,0.29066807,-0.70774722,-0.64389867
555,0.27753735,-0.72876376,-0.62600029
556,0.28463507,-0.74247628,-0.60639203
557,0.30255246,-0.74242097,-0.59772277
558,0.32091331,-0.73792487,-0.59370142
559,0.33862191,-0.72998828,-0.59367698
560,0.34117565,-0.72794014,-0.59472883
561,0.34447983,-0.72438908,-0.59715497
562,0.34944141,-0.72106767,-0.5982911
563,0.35084331,-0.72335184,-0.5947023
564,0.34521884,-0.72972739,-0.59018791
565,0.34180185,-0.72995603,-0.59189165
566,0.34624532,-0.72783595,-0.5919199
567,0.35703036,-0.72074395,-0.59418643
568,0.36014569,-0.71826124,-0.59531164
569,0.36527073,-0.71131903,-0.60050201
570,0.3703455,-0.70456046,-0.60534143
571,0.37608087,-0.70104808,-0.60588348
572,0.38307813,-0.69635648,-0.60690916
573,0.38346073,-0.68863577,-0.61541718
574,0.37398389,-0.6848374,-0.62540656
575,0.36719918,-0.68252802,-0.63191754
576,0.36901647,-0.68299395,-0.63035363
577,0.37100536,-0.68305022,-0.62912393
578,0.37237582,-0.68501741,-0.62616885
579,0.37907368,-0.67880762,-0.62890625
580,0.38241333,-0.68047249,-0.62507331
581,0.38229483,-0.6821683,-0.62329495
582,0.38062805,-0.68375993,-0.62257069
583,0.37794137,-0.68502015,-0.62282217
584,0.37843537,-0.68465376,-0.62292475
585,0.37524232,-0.68567961,-0.6237281
586,0.3715739,-0.68652552,-0.62499219
587,0.36590862,-0.68796962,-0.62674445
588,0.35980776,-0.68546414,-0.6329906
589,0.34745413,-0.69027144,-0.63466549
590,0.33312348,-0.69366407,-0.63863814
591,0.33313522,-0.69376123,-0.63852668
592,0.33308011,-0.69392657,-0.6383754
593,0.33226794,-0.69396269,-0.63875914
594,0.3313812,-0.69400787,-0.639171
595,0.33094752,-0.6939159,-0.63949496
596,0.33202374,-0.69411021,-0.63872623
597,0.33435911,-0.69409108,-0.63752753
598,0.33613101,-0.69349635,-0.63724309
599,0.33703005,-0.69291621,-0.63739932
600,0.33780584,-0.69245982,-0.63748467
601,0.33871028,-0.69170064,-0.63782871
602,0.33999759,-0.69102848,-0.63787228
603,0.34010017,-0.69070935,-0.63816285
604,0.34100094,-0.69031322,-0.63811094
605,0.34164044,-0.68937534,-0.6387825
606,0.34325904,-0.69035459,-0.63685435
607,0.343364,-0.69093001,-0.63617325
608,0.34228092,-0.69135785,-0.63629216
609,0.34052366,-0.69313765,-0.63529825
610,0.33954492,-0.69352537,-0.63539869
611,0.33713183,-0.69519871,-0.63485456
612,0.3359068,-0.69542843,-0.63525259
613,0.33625862,-0.69554555,-0.63493794
614,0.3377856,-0.69564569,-0.63401717
615,0.33825964,-0.69585598,-0.63353336
616,0.33865011,-0.69582427,-0.63335925
617,0.33839703,-0.69592643,-0.63338286
618,0.33872405,-0.69584543,-0.63329685
619,0.33785039,-0.695943,-0.63365608
620,0.33728102,-0.69600034,-0.63389623
621,0.33673322,-0.6960488,-0.63413477
622,0.33514515,-0.69611162,-0.63490641
623,0.33538514,-0.69611859,-0.63477182
624,0.33404911,-0.6961686,-0.63542116
625,0.33262843,-0.69631416,-0.63600689
626,0.33281344,-0.69632703,-0.63589621
627,0.33393568,-0.69636643,-0.6352644
628,0.33330649,-0.69643205,-0.63552225
629,0.33271477,-0.69647455,-0.635786
630,0.33329177,-0.69649148,-0.63546491
631,0.3343367,-0.69657809,-0.63482064
